,task,trial,horizon,uncertainty,slot1_value,slot2_value,choice,RT,reward,forced,participant,is_training
485,68,0,5,3,40,32,0,1219.217,33,1,0,False
486,68,1,5,3,40,32,1,785.131,32,1,0,False
487,68,2,5,3,40,32,1,439.969,29,1,0,False
488,68,3,5,3,40,32,1,701.7189999999999,29,1,0,False
489,68,4,5,3,40,32,1,7741.873,17,0,0,False
490,69,0,5,2,10,40,1,589.681,25,1,0,False
491,69,1,5,2,10,40,0,2692.054,13,1,0,False
492,69,2,5,2,10,40,1,873.318,38,1,0,False
493,69,3,5,2,10,40,0,867.405,20,1,0,False
494,69,4,5,2,10,40,1,997.338,51,0,0,False
495,70,0,5,2,44,40,0,1351.6840000000002,32,1,0,False
496,70,1,5,2,44,40,0,1648.66,46,1,0,False
497,70,2,5,2,44,40,1,592.1899999999999,42,1,0,False
498,70,3,5,2,44,40,1,990.128,35,1,0,False
499,70,4,5,2,44,40,1,3186.938,39,0,0,False
500,71,0,5,1,40,28,0,1143.3960000000002,45,1,0,False
501,71,1,5,1,40,28,0,783.4140000000001,38,1,0,False
502,71,2,5,1,40,28,0,4110.023,31,1,0,False
503,71,3,5,1,40,28,1,873.7819999999999,30,1,0,False
504,71,4,5,1,40,28,0,763.63,37,0,0,False
505,72,0,10,1,40,28,0,39129.075,35,1,0,False
506,72,1,10,1,40,28,1,406.05,28,1,0,False
507,72,2,10,1,40,28,0,403.389,47,1,0,False
508,72,3,10,1,40,28,0,650.6899999999999,39,1,0,False
509,72,4,10,1,40,28,1,268.197,35,0,0,False
510,72,5,10,1,40,28,0,1064.222,39,0,0,False
511,72,6,10,1,40,28,0,272.763,37,0,0,False
512,72,7,10,1,40,28,0,9.345,48,0,0,False
513,72,8,10,1,40,28,0,103.902,46,0,0,False
514,72,9,10,1,40,28,0,207.344,45,0,0,False
515,73,0,10,2,64,60,1,1546.4199999999998,70,1,0,False
516,73,1,10,2,64,60,1,805.1080000000001,69,1,0,False
517,73,2,10,2,64,60,0,513.641,73,1,0,False
518,73,3,10,2,64,60,0,451.683,50,1,0,False
519,73,4,10,2,64,60,1,17.119,64,0,0,False
520,73,5,10,2,64,60,1,732.158,61,0,0,False
521,73,6,10,2,64,60,0,298.064,68,0,0,False
522,73,7,10,2,64,60,1,743.867,61,0,0,False
523,73,8,10,2,64,60,0,407.819,51,0,0,False
524,73,9,10,2,64,60,0,956.958,67,0,0,False
525,74,0,10,2,40,32,1,900.124,36,1,0,False
526,74,1,10,2,40,32,0,709.7170000000001,39,1,0,False
527,74,2,10,2,40,32,0,1024.699,45,1,0,False
528,74,3,10,2,40,32,1,636.441,42,1,0,False
529,74,4,10,2,40,32,1,2960.329,41,0,0,False
530,74,5,10,2,40,32,0,489.303,41,0,0,False
531,74,6,10,2,40,32,0,215.029,36,0,0,False
532,74,7,10,2,40,32,0,347.147,32,0,0,False
533,74,8,10,2,40,32,1,258.534,25,0,0,False
534,74,9,10,2,40,32,0,131.235,40,0,0,False
535,75,0,5,2,48,40,0,828.037,49,1,0,False
536,75,1,5,2,48,40,0,15328.091,52,1,0,False
537,75,2,5,2,48,40,1,1318.8,36,1,0,False
538,75,3,5,2,48,40,1,3628.633,31,1,0,False
539,75,4,5,2,48,40,1,9791.391,41,0,0,False
540,76,0,5,1,40,48,1,598.7829999999999,50,1,0,False
541,76,1,5,1,40,48,0,390.137,45,1,0,False
542,76,2,5,1,40,48,0,509.26400000000007,40,1,0,False
543,76,3,5,1,40,48,0,6207.182000000001,32,1,0,False
544,76,4,5,1,40,48,1,469.49,61,0,0,False
545,77,0,10,3,40,20,1,761.887,21,1,0,False
546,77,1,10,3,40,20,0,267.264,43,1,0,False
547,77,2,10,3,40,20,1,2181.31,18,1,0,False
548,77,3,10,3,40,20,1,11860.788,19,1,0,False
549,77,4,10,3,40,20,0,1434.06,36,0,0,False
550,77,5,10,3,40,20,0,245.282,29,0,0,False
551,77,6,10,3,40,20,0,40.399,39,0,0,False
552,77,7,10,3,40,20,0,14.827,38,0,0,False
553,77,8,10,3,40,20,0,129.48999999999998,44,0,0,False
554,77,9,10,3,40,20,0,466.035,35,0,0,False
555,78,0,10,2,40,28,0,45303.039,32,1,0,False
556,78,1,10,2,40,28,0,1912.578,35,1,0,False
557,78,2,10,2,40,28,1,1305.524,32,1,0,False
558,78,3,10,2,40,28,1,1180.6319999999998,26,1,0,False
559,78,4,10,2,40,28,0,1706.369,43,0,0,False
560,78,5,10,2,40,28,0,259.25,40,0,0,False
561,78,6,10,2,40,28,1,102.53,16,0,0,False
562,78,7,10,2,40,28,0,97.753,46,0,0,False
563,78,8,10,2,40,28,0,298.142,54,0,0,False
564,78,9,10,2,40,28,0,0.999,44,0,0,False
565,79,0,10,2,40,28,1,810.222,41,1,0,False
566,79,1,10,2,40,28,0,154.253,43,1,0,False
567,79,2,10,2,40,28,0,554.35,44,1,0,False
568,79,3,10,2,40,28,1,2793.326,36,1,0,False
569,79,4,10,2,40,28,0,463.397,35,0,0,False
570,79,5,10,2,40,28,1,737.706,38,0,0,False
571,79,6,10,2,40,28,0,16159.376000000002,50,0,0,False
572,79,7,10,2,40,28,0,168.05200000000002,29,0,0,False
573,79,8,10,2,40,28,1,454.218,20,0,0,False
574,79,9,10,2,40,28,0,9.312,46,0,0,False
575,80,0,10,1,70,40,0,2525.894,73,1,0,False
576,80,1,10,1,70,40,1,695.3359999999999,55,1,0,False
577,80,2,10,1,70,40,0,362.709,85,1,0,False
578,80,3,10,1,70,40,0,329.759,65,1,0,False
579,80,4,10,1,70,40,0,225.806,82,0,0,False
580,80,5,10,1,70,40,0,238.472,66,0,0,False
581,80,6,10,1,70,40,0,265.891,55,0,0,False
582,80,7,10,1,70,40,0,234.503,54,0,0,False
583,80,8,10,1,70,40,0,141.848,62,0,0,False
584,80,9,10,1,70,40,0,46.602,85,0,0,False
585,81,0,10,2,60,48,0,485.02,72,1,0,False
586,81,1,10,2,60,48,0,394.289,67,1,0,False
587,81,2,10,2,60,48,1,430.63,51,1,0,False
588,81,3,10,2,60,48,1,844.702,46,1,0,False
589,81,4,10,2,60,48,0,431.683,72,0,0,False
590,81,5,10,2,60,48,0,947.812,54,0,0,False
591,81,6,10,2,60,48,0,434.476,48,0,0,False
592,81,7,10,2,60,48,1,191.937,62,0,0,False
593,81,8,10,2,60,48,1,348.569,48,0,0,False
594,81,9,10,2,60,48,0,529.563,62,0,0,False
595,82,0,10,2,48,40,1,905.11,50,1,0,False
596,82,1,10,2,48,40,1,820.0229999999999,41,1,0,False
597,82,2,10,2,48,40,0,634.1750000000001,61,1,0,False
598,82,3,10,2,48,40,0,1742.186,43,1,0,False
599,82,4,10,2,48,40,0,427.674,50,0,0,False
600,82,5,10,2,48,40,0,407.578,44,0,0,False
601,82,6,10,2,48,40,1,6413.303,30,0,0,False
602,82,7,10,2,48,40,1,155.214,31,0,0,False
603,82,8,10,2,48,40,0,353.65000000000003,23,0,0,False
604,82,9,10,2,48,40,0,894.353,43,0,0,False
605,83,0,10,3,60,40,0,391.663,74,1,0,False
606,83,1,10,3,60,40,1,574.467,37,1,0,False
607,83,2,10,3,60,40,1,493.537,43,1,0,False
608,83,3,10,3,60,40,1,470.1350000000001,41,1,0,False
609,83,4,10,3,60,40,0,649.9319999999999,64,0,0,False
610,83,5,10,3,60,40,0,788.365,59,0,0,False
611,83,6,10,3,60,40,0,1.139,60,0,0,False
612,83,7,10,3,60,40,0,1.066,49,0,0,False
613,83,8,10,3,60,40,0,0.919,78,0,0,False
614,83,9,10,3,60,40,0,216.551,73,0,0,False
615,84,0,10,2,60,40,0,595.722,65,1,0,False
616,84,1,10,2,60,40,1,691.9459999999999,34,1,0,False
617,84,2,10,2,60,40,0,351.642,37,1,0,False
618,84,3,10,2,60,40,1,431.122,14,1,0,False
619,84,4,10,2,60,40,0,1282.954,66,0,0,False
620,84,5,10,2,60,40,0,348.944,73,0,0,False
621,84,6,10,2,60,40,0,300.42,59,0,0,False
622,84,7,10,2,60,40,0,180.588,60,0,0,False
623,84,8,10,2,60,40,0,380.151,59,0,0,False
624,84,9,10,2,60,40,0,650.028,52,0,0,False
625,85,0,10,3,52,60,0,0.705,61,1,0,False
626,85,1,10,3,52,60,1,21715.317,40,1,0,False
627,85,2,10,3,52,60,1,374.95,55,1,0,False
628,85,3,10,3,52,60,1,1047.427,45,1,0,False
629,85,4,10,3,52,60,1,184.816,62,0,0,False
630,85,5,10,3,52,60,1,463.818,55,0,0,False
631,85,6,10,3,52,60,0,1.098,44,0,0,False
632,85,7,10,3,52,60,1,94.927,55,0,0,False
633,85,8,10,3,52,60,1,0.964,54,0,0,False
634,85,9,10,3,52,60,1,0.977,53,0,0,False
635,86,0,5,2,40,60,0,1511.333,53,1,0,False
636,86,1,5,2,40,60,0,27.418000000000003,37,1,0,False
637,86,2,5,2,40,60,1,471.132,55,1,0,False
638,86,3,5,2,40,60,1,587.266,63,1,0,False
639,86,4,5,2,40,60,0,239.938,44,0,0,False
640,87,0,5,2,60,72,1,493.117,80,1,0,False
641,87,1,5,2,60,72,0,303.971,73,1,0,False
642,87,2,5,2,60,72,1,231.831,77,1,0,False
643,87,3,5,2,60,72,0,76.261,65,1,0,False
644,87,4,5,2,60,72,1,1.132,77,0,0,False
645,88,0,10,2,52,60,0,749.528,58,1,0,False
646,88,1,10,2,52,60,1,22.318,44,1,0,False
647,88,2,10,2,52,60,0,22866.65,46,1,0,False
648,88,3,10,2,52,60,1,1849.954,56,1,0,False
649,88,4,10,2,52,60,1,2364.769,59,0,0,False
650,88,5,10,2,52,60,1,259.781,71,0,0,False
651,88,6,10,2,52,60,1,736.9630000000001,72,0,0,False
652,88,7,10,2,52,60,1,318.056,49,0,0,False
653,88,8,10,2,52,60,1,367.203,49,0,0,False
654,88,9,10,2,52,60,1,317.14,57,0,0,False
655,89,0,10,2,40,60,1,556.246,65,1,0,False
656,89,1,10,2,40,60,1,292.608,74,1,0,False
657,89,2,10,2,40,60,0,614.758,35,1,0,False
658,89,3,10,2,40,60,0,414.018,37,1,0,False
659,89,4,10,2,40,60,1,450.488,54,0,0,False
660,89,5,10,2,40,60,1,173.777,57,0,0,False
661,89,6,10,2,40,60,1,635.181,75,0,0,False
662,89,7,10,2,40,60,1,358.901,66,0,0,False
663,89,8,10,2,40,60,1,1531.7240000000002,56,0,0,False
664,89,9,10,2,40,60,1,581.324,68,0,0,False
665,90,0,10,2,60,30,0,930.27,81,1,0,False
666,90,1,10,2,60,30,1,506.772,26,1,0,False
667,90,2,10,2,60,30,1,388.677,27,1,0,False
668,90,3,10,2,60,30,0,882.386,73,1,0,False
669,90,4,10,2,60,30,0,525.826,77,0,0,False
670,90,5,10,2,60,30,0,2012.95,51,0,0,False
671,90,6,10,2,60,30,0,472.275,60,0,0,False
672,90,7,10,2,60,30,0,426.263,57,0,0,False
673,90,8,10,2,60,30,1,314.382,35,0,0,False
674,90,9,10,2,60,30,0,76.56200000000001,56,0,0,False
675,91,0,5,2,60,64,1,710.404,60,1,0,False
676,91,1,5,2,60,64,0,528.624,62,1,0,False
677,91,2,5,2,60,64,1,1227.6180000000002,71,1,0,False
678,91,3,5,2,60,64,0,1031.926,47,1,0,False
679,91,4,5,2,60,64,1,837.1189999999999,68,0,0,False
680,92,0,5,3,60,40,1,632.772,47,1,0,False
681,92,1,5,3,60,40,1,397.941,42,1,0,False
682,92,2,5,3,60,40,1,485.042,34,1,0,False
683,92,3,5,3,60,40,0,487.372,65,1,0,False
684,92,4,5,3,60,40,0,305.318,64,0,0,False
685,93,0,5,1,60,56,0,665.224,50,1,0,False
686,93,1,5,1,60,56,0,452.471,49,1,0,False
687,93,2,5,1,60,56,1,393.2,50,1,0,False
688,93,3,5,1,60,56,0,456.242,59,1,0,False
689,93,4,5,1,60,56,0,394.669,58,0,0,False
690,94,0,5,3,56,60,1,969.118,67,1,0,False
691,94,1,5,3,56,60,1,392.568,55,1,0,False
692,94,2,5,3,56,60,0,422.788,53,1,0,False
693,94,3,5,3,56,60,1,1110.042,58,1,0,False
694,94,4,5,3,56,60,1,287.494,68,0,0,False
695,95,0,10,2,52,60,0,945.065,58,1,0,False
696,95,1,10,2,52,60,1,432.14200000000005,44,1,0,False
697,95,2,10,2,52,60,0,413.766,46,1,0,False
698,95,3,10,2,52,60,1,443.332,56,1,0,False
699,95,4,10,2,52,60,0,742.657,52,0,0,False
700,95,5,10,2,52,60,0,1183.796,52,0,0,False
701,95,6,10,2,52,60,0,501.773,55,0,0,False
702,95,7,10,2,52,60,1,45.434000000000005,50,0,0,False
703,95,8,10,2,52,60,0,434.803,47,0,0,False
704,95,9,10,2,52,60,1,772.85,56,0,0,False
705,96,0,10,2,60,72,1,58.269,56,1,0,False
706,96,1,10,2,60,72,0,781.467,62,1,0,False
707,96,2,10,2,60,72,0,542.905,54,1,0,False
708,96,3,10,2,60,72,1,677.387,63,1,0,False
709,96,4,10,2,60,72,1,471.968,62,0,0,False
710,96,5,10,2,60,72,0,723.863,57,0,0,False
711,96,6,10,2,60,72,0,1.075,69,0,0,False
712,96,7,10,2,60,72,0,2743.865,63,0,0,False
713,96,8,10,2,60,72,0,1.005,63,0,0,False
714,96,9,10,2,60,72,0,1.132,58,0,0,False
715,97,0,5,1,44,40,0,633.043,56,1,0,False
716,97,1,5,1,44,40,0,397.854,37,1,0,False
717,97,2,5,1,44,40,0,436.647,30,1,0,False
718,97,3,5,1,44,40,1,625.907,40,1,0,False
719,97,4,5,1,44,40,1,1335.85,42,0,0,False
720,98,0,10,2,40,28,1,767.043,41,1,0,False
721,98,1,10,2,40,28,0,1206.9319999999998,43,1,0,False
722,98,2,10,2,40,28,0,461.934,44,1,0,False
723,98,3,10,2,40,28,1,494.825,36,1,0,False
724,98,4,10,2,40,28,0,2528.252,42,0,0,False
725,98,5,10,2,40,28,0,392.6470000000001,39,0,0,False
726,98,6,10,2,40,28,1,4382.41,31,0,0,False
727,98,7,10,2,40,28,0,1451.98,35,0,0,False
728,98,8,10,2,40,28,0,472.28,39,0,0,False
729,98,9,10,2,40,28,0,635.334,37,0,0,False
730,99,0,10,2,10,40,0,594.734,3,1,0,False
731,99,1,10,2,10,40,1,2478.846,36,1,0,False
732,99,2,10,2,10,40,0,17874.048,4,1,0,False
733,99,3,10,2,10,40,1,358.476,37,1,0,False
734,99,4,10,2,10,40,1,310.09700000000004,34,0,0,False
735,99,5,10,2,10,40,1,365.347,43,0,0,False
736,99,6,10,2,10,40,0,467.489,8,0,0,False
737,99,7,10,2,10,40,0,375.14,16,0,0,False
738,99,8,10,2,10,40,0,0.993,13,0,0,False
739,99,9,10,2,10,40,0,1.025,6,0,0,False
740,100,0,10,3,56,60,1,13582.203,57,1,0,False
741,100,1,10,3,56,60,1,518.293,45,1,0,False
742,100,2,10,3,56,60,1,487.304,64,1,0,False
743,100,3,10,3,56,60,0,236.529,54,1,0,False
744,100,4,10,3,56,60,0,310.706,69,0,0,False
745,100,5,10,3,56,60,1,2136.789,55,0,0,False
746,100,6,10,3,56,60,0,754.602,49,0,0,False
747,100,7,10,3,56,60,1,779.456,84,0,0,False
748,100,8,10,3,56,60,1,1.1789999999999998,73,0,0,False
749,100,9,10,3,56,60,1,0.938,61,0,0,False
750,101,0,10,1,52,40,0,12295.167,54,1,0,False
751,101,1,10,1,52,40,0,1347.702,54,1,0,False
752,101,2,10,1,52,40,1,741.778,34,1,0,False
753,101,3,10,1,52,40,0,133.547,50,1,0,False
754,101,4,10,1,52,40,1,317.90000000000003,43,0,0,False
755,101,5,10,1,52,40,0,694.2139999999999,43,0,0,False
756,101,6,10,1,52,40,0,285.766,57,0,0,False
757,101,7,10,1,52,40,0,1016.322,42,0,0,False
758,101,8,10,1,52,40,0,11987.187,41,0,0,False
759,101,9,10,1,52,40,0,1689.898,65,0,0,False
760,102,0,10,3,60,40,0,578.9570000000001,68,1,0,False
761,102,1,10,3,60,40,1,631.941,43,1,0,False
762,102,2,10,3,60,40,1,1849.131,45,1,0,False
763,102,3,10,3,60,40,1,380.361,30,1,0,False
764,102,4,10,3,60,40,0,320.517,59,0,0,False
765,102,5,10,3,60,40,0,467.16,64,0,0,False
766,102,6,10,3,60,40,0,437.119,54,0,0,False
767,102,7,10,3,60,40,0,336.63300000000004,51,0,0,False
768,102,8,10,3,60,40,0,353.447,59,0,0,False
769,102,9,10,3,60,40,0,279.366,55,0,0,False
770,103,0,5,3,40,36,1,774.811,24,1,0,False
771,103,1,5,3,40,36,1,1223.534,37,1,0,False
772,103,2,5,3,40,36,0,685.355,38,1,0,False
773,103,3,5,3,40,36,1,1727.4,39,1,0,False
774,103,4,5,3,40,36,0,1175.27,45,0,0,False
775,104,0,10,3,10,40,1,599.259,35,1,0,False
776,104,1,10,3,10,40,1,934.617,43,1,0,False
777,104,2,10,3,10,40,1,519.282,52,1,0,False
778,104,3,10,3,10,40,0,1479.659,18,1,0,False
779,104,4,10,3,10,40,0,899.721,1,0,0,False
780,104,5,10,3,10,40,1,3305.21,42,0,0,False
781,104,6,10,3,10,40,1,258.454,39,0,0,False
782,104,7,10,3,10,40,1,11860.383,39,0,0,False
783,104,8,10,3,10,40,1,210.162,38,0,0,False
784,104,9,10,3,10,40,1,0.762,37,0,0,False
785,105,0,5,1,60,52,0,2353.665,61,1,0,False
786,105,1,5,1,60,52,0,1.024,59,1,0,False
787,105,2,5,1,60,52,1,985.129,37,1,0,False
788,105,3,5,1,60,52,0,37.788,69,1,0,False
789,105,4,5,1,60,52,0,1.1689999999999998,73,0,0,False
790,106,0,10,2,60,90,0,393.175,73,1,0,False
791,106,1,10,2,60,90,1,799.876,91,1,0,False
792,106,2,10,2,60,90,0,167.61100000000002,68,1,0,False
793,106,3,10,2,60,90,1,923.48,95,1,0,False
794,106,4,10,2,60,90,1,12380.583,86,0,0,False
795,106,5,10,2,60,90,1,652.6990000000001,94,0,0,False
796,106,6,10,2,60,90,1,0.931,89,0,0,False
797,106,7,10,2,60,90,1,1.374,80,0,0,False
798,106,8,10,2,60,90,1,1.057,93,0,0,False
799,106,9,10,2,60,90,1,55.756,95,0,0,False
800,107,0,5,3,40,28,1,4394.860000000001,23,1,0,False
801,107,1,5,3,40,28,0,2857.886,29,1,0,False
802,107,2,5,3,40,28,1,1791.0839999999998,21,1,0,False
803,107,3,5,3,40,28,1,2588.294,19,1,0,False
804,107,4,5,3,40,28,1,2449.68,34,0,0,False
805,108,0,5,1,40,36,0,22620.755,34,1,0,False
806,108,1,5,1,40,36,1,468.758,44,1,0,False
807,108,2,5,1,40,36,0,936.095,44,1,0,False
808,108,3,5,1,40,36,0,440.254,37,1,0,False
809,108,4,5,1,40,36,1,364.614,44,0,0,False
810,109,0,10,1,60,80,0,2436.92,58,1,0,False
811,109,1,10,1,60,80,0,647.88,51,1,0,False
812,109,2,10,1,60,80,1,709.549,79,1,0,False
813,109,3,10,1,60,80,0,952.867,59,1,0,False
814,109,4,10,1,60,80,1,150.083,77,0,0,False
815,109,5,10,1,60,80,1,429.127,66,0,0,False
816,109,6,10,1,60,80,1,362.801,69,0,0,False
817,109,7,10,1,60,80,1,121.608,70,0,0,False
818,109,8,10,1,60,80,1,17.112,72,0,0,False
819,109,9,10,1,60,80,1,45.308,84,0,0,False
820,110,0,5,2,20,40,0,1455.167,18,1,0,False
821,110,1,5,2,20,40,1,1.093,46,1,0,False
822,110,2,5,2,20,40,0,368.726,20,1,0,False
823,110,3,5,2,20,40,1,341.838,53,1,0,False
824,110,4,5,2,20,40,1,167.884,45,0,0,False
825,111,0,5,2,60,52,1,25980.656,40,1,0,False
826,111,1,5,2,60,52,1,367.536,65,1,0,False
827,111,2,5,2,60,52,0,1080.145,56,1,0,False
828,111,3,5,2,60,52,0,2004.11,61,1,0,False
829,111,4,5,2,60,52,1,1233.787,63,0,0,False
830,112,0,10,2,60,52,0,49428.403000000006,60,1,0,False
831,112,1,10,2,60,52,1,2960.317,58,1,0,False
832,112,2,10,2,60,52,0,384.818,57,1,0,False
833,112,3,10,2,60,52,1,503.037,52,1,0,False
834,112,4,10,2,60,52,0,681.077,63,0,0,False
835,112,5,10,2,60,52,0,306.042,64,0,0,False
836,112,6,10,2,60,52,0,16.756,46,0,0,False
837,112,7,10,2,60,52,0,38.419,75,0,0,False
838,112,8,10,2,60,52,0,416.545,67,0,0,False
839,112,9,10,2,60,52,0,0.958,70,0,0,False
840,113,0,10,1,30,60,1,1855.778,62,1,0,False
841,113,1,10,1,30,60,0,315.567,42,1,0,False
842,113,2,10,1,30,60,0,38405.485,34,1,0,False
843,113,3,10,1,30,60,0,71.52600000000001,22,1,0,False
844,113,4,10,1,30,60,1,139.434,55,0,0,False
845,113,5,10,1,30,60,1,0.984,50,0,0,False
846,113,6,10,1,30,60,1,0.908,53,0,0,False
847,113,7,10,1,30,60,1,0.935,57,0,0,False
848,113,8,10,1,30,60,1,0.833,62,0,0,False
849,113,9,10,1,30,60,1,573.221,62,0,0,False
850,114,0,5,2,44,40,0,27128.081,32,1,0,False
851,114,1,5,2,44,40,0,623.533,46,1,0,False
852,114,2,5,2,44,40,1,349.571,42,1,0,False
853,114,3,5,2,44,40,1,460.276,35,1,0,False
854,114,4,5,2,44,40,1,535.376,40,0,0,False
855,115,0,5,2,36,40,1,599.134,44,1,0,False
856,115,1,5,2,36,40,1,478.884,42,1,0,False
857,115,2,5,2,36,40,0,930.701,33,1,0,False
858,115,3,5,2,36,40,0,779.084,19,1,0,False
859,115,4,5,2,36,40,1,489.72,57,0,0,False
860,116,0,10,2,40,32,1,594.579,36,1,0,False
861,116,1,10,2,40,32,0,3440.696,39,1,0,False
862,116,2,10,2,40,32,0,786.597,45,1,0,False
863,116,3,10,2,40,32,1,634.596,42,1,0,False
864,116,4,10,2,40,32,1,620.9350000000001,26,0,0,False
865,116,5,10,2,40,32,0,1731.263,33,0,0,False
866,116,6,10,2,40,32,0,27193.24,25,0,0,False
867,116,7,10,2,40,32,1,33740.845,22,0,0,False
868,116,8,10,2,40,32,1,1735.85,38,0,0,False
869,116,9,10,2,40,32,1,309.69,41,0,0,False
870,117,0,5,2,40,60,0,2756.449,39,1,0,False
871,117,1,5,2,40,60,0,190.917,51,1,0,False
872,117,2,5,2,40,60,1,460.972,61,1,0,False
873,117,3,5,2,40,60,1,266.033,66,1,0,False
874,117,4,5,2,40,60,1,1.024,58,0,0,False
875,118,0,5,1,60,56,0,1857.066,50,1,0,False
876,118,1,5,1,60,56,0,677.968,49,1,0,False
877,118,2,5,1,60,56,1,383.165,50,1,0,False
878,118,3,5,1,60,56,0,1150.792,59,1,0,False
879,118,4,5,1,60,56,1,325.668,48,0,0,False
880,119,0,5,1,32,40,0,23901.838,35,1,0,False
881,119,1,5,1,32,40,0,35.773,36,1,0,False
882,119,2,5,1,32,40,0,1.149,27,1,0,False
883,119,3,5,1,32,40,1,175.209,49,1,0,False
884,119,4,5,1,32,40,1,77.081,41,0,0,False
885,120,0,10,1,68,60,1,359.047,66,1,0,False
886,120,1,10,1,68,60,0,422.416,63,1,0,False
887,120,2,10,1,68,60,0,581.2479999999999,70,1,0,False
888,120,3,10,1,68,60,0,560.628,64,1,0,False
889,120,4,10,1,68,60,1,17.027,62,0,0,False
890,120,5,10,1,68,60,0,308.982,68,0,0,False
891,120,6,10,1,68,60,0,566.4259999999999,70,0,0,False
892,120,7,10,1,68,60,0,420.653,63,0,0,False
893,120,8,10,1,68,60,0,0.967,78,0,0,False
894,120,9,10,1,68,60,0,1.233,66,0,0,False
895,121,0,10,3,64,60,1,162930.938,48,1,0,False
896,121,1,10,3,64,60,1,392.25,51,1,0,False
897,121,2,10,3,64,60,1,1039.519,67,1,0,False
898,121,3,10,3,64,60,0,139.824,65,1,0,False
899,121,4,10,3,64,60,0,587.5409999999999,58,0,0,False
900,121,5,10,3,64,60,1,289.946,46,0,0,False
901,121,6,10,3,64,60,1,203.357,62,0,0,False
902,121,7,10,3,64,60,0,9.495,60,0,0,False
903,121,8,10,3,64,60,1,263.57199999999995,62,0,0,False
904,121,9,10,3,64,60,1,24.495,64,0,0,False
905,122,0,5,3,56,60,1,415.94,67,1,0,False
906,122,1,5,3,56,60,1,1.028,55,1,0,False
907,122,2,5,3,56,60,0,392.577,53,1,0,False
908,122,3,5,3,56,60,1,150.428,58,1,0,False
909,122,4,5,3,56,60,1,414.082,60,0,0,False
910,123,0,5,3,48,40,0,928.618,58,1,0,False
911,123,1,5,3,48,40,1,818.188,30,1,0,False
912,123,2,5,3,48,40,1,400.412,38,1,0,False
913,123,3,5,3,48,40,1,565.8290000000001,51,1,0,False
914,123,4,5,3,48,40,1,477.131,35,0,0,False
915,124,0,5,2,60,48,0,2303.211,64,1,0,False
916,124,1,5,2,60,48,0,594.459,61,1,0,False
917,124,2,5,2,60,48,1,520.081,37,1,0,False
918,124,3,5,2,60,48,1,1354.264,47,1,0,False
919,124,4,5,2,60,48,0,465.434,63,0,0,False
920,125,0,10,1,40,28,0,914.537,35,1,0,False
921,125,1,10,1,40,28,1,300.048,28,1,0,False
922,125,2,10,1,40,28,0,279.16,47,1,0,False
923,125,3,10,1,40,28,0,474.61,39,1,0,False
924,125,4,10,1,40,28,1,173.52,12,0,0,False
925,125,5,10,1,40,28,0,291.397,38,0,0,False
926,125,6,10,1,40,28,0,301.747,41,0,0,False
927,125,7,10,1,40,28,0,646.93,39,0,0,False
928,125,8,10,1,40,28,1,408.827,24,0,0,False
929,125,9,10,1,40,28,0,381.33,38,0,0,False
930,126,0,5,3,44,40,1,852.23,38,1,0,False
931,126,1,5,3,44,40,1,340.948,41,1,0,False
932,126,2,5,3,44,40,0,524.7239999999999,47,1,0,False
933,126,3,5,3,44,40,1,655.239,46,1,0,False
934,126,4,5,3,44,40,0,456.759,28,0,0,False
935,127,0,10,3,10,40,1,444.835,35,1,0,False
936,127,1,10,3,10,40,1,257.175,43,1,0,False
937,127,2,10,3,10,40,1,284.717,52,1,0,False
938,127,3,10,3,10,40,0,569.6320000000001,18,1,0,False
939,127,4,10,3,10,40,1,637.473,42,0,0,False
940,127,5,10,3,10,40,1,396.233,36,0,0,False
941,127,6,10,3,10,40,1,433.093,36,0,0,False
942,127,7,10,3,10,40,1,325.232,59,0,0,False
943,127,8,10,3,10,40,1,286.149,38,0,0,False
944,127,9,10,3,10,40,1,373.838,40,0,0,False
945,128,0,10,2,68,60,1,2067.598,76,1,0,False
946,128,1,10,2,68,60,0,398.654,77,1,0,False
947,128,2,10,2,68,60,0,485.106,82,1,0,False
948,128,3,10,2,68,60,1,398.794,59,1,0,False
949,128,4,10,2,68,60,0,485.887,62,0,0,False
950,128,5,10,2,68,60,0,776.197,65,0,0,False
951,128,6,10,2,68,60,1,318.533,52,0,0,False
952,128,7,10,2,68,60,0,189.26,79,0,0,False
953,128,8,10,2,68,60,0,388.856,73,0,0,False
954,128,9,10,2,68,60,0,305.43,71,0,0,False
955,129,0,5,3,68,60,1,729.0,59,1,0,False
956,129,1,5,3,68,60,1,730.365,67,1,0,False
957,129,2,5,3,68,60,1,812.121,53,1,0,False
958,129,3,5,3,68,60,0,378.675,59,1,0,False
959,129,4,5,3,68,60,1,1280.3580000000002,62,0,0,False
960,130,0,10,3,40,48,1,755.835,53,1,0,False
961,130,1,10,3,40,48,0,979.816,57,1,0,False
962,130,2,10,3,40,48,1,1163.515,45,1,0,False
963,130,3,10,3,40,48,1,433.264,51,1,0,False
964,130,4,10,3,40,48,1,349.729,45,0,0,False
965,130,5,10,3,40,48,1,317.393,55,0,0,False
966,130,6,10,3,40,48,1,238.108,55,0,0,False
967,130,7,10,3,40,48,1,248.946,49,0,0,False
968,130,8,10,3,40,48,1,188.728,57,0,0,False
969,130,9,10,3,40,48,1,217.582,45,0,0,False
970,131,0,5,3,10,40,0,755.725,8,1,0,False
